"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Advancing Federated Learning Through Novel Mechanism for Privacy Preservation in Healthcare Applications","https://scispace.com/paper/advancing-federated-learning-through-novel-mechanism-for-3qvv2m451g","","Journal Article","IEEE Access","Mohammed A. AbaOud
Muqrin Almuqrin
Mohammad Faisal Khan","10.1109/access.2023.3301162","","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses federated learning with secure MPC and differential privacy for healthcare data, but focuses on general medical settings, not diabetes; privacy aspects touch trustworthiness, yet no diabetes-specific application or multimodal imaging.","The landscape of healthcare data collaboration heralds an era of profound transformation, underscoring an exceptional potential to elevate the quality of patient care and expedite the advancement of medical research. The formidable challenge, however, lies in the safeguarding of sensitive information’s privacy and security - a monumental task that creates significant obstacles. This paper presents an innovative approach designed to address these challenges through the implementation of privacy-preserving federated learning models, effectively pioneering a novel path in this intricate field of research. Our proposed solution enables healthcare institutions to collectively train machine learning models on decentralized data, concurrently preserving the confidentiality of individual patient data. During the model aggregation phase, the proposed mechanism enforces the protection of sensitive data by integrating cutting-edge privacy-preserving methodologies, including secure multi-party computation and differential privacy. To substantiate the efficacy of the proposed solution, we conduct an array of comprehensive simulations and evaluations with a concentrated focus on accuracy, computational efficiency, and privacy preservation. The results obtained corroborate that our methodology surpasses competing approaches in providing superior utility and ensuring robust privacy guarantees. The proposed approach encapsulates the feasibility of secure and privacy-preserving collaboration on healthcare data, serving as a compelling testament to its practicality and effectiveness. Through our work, we underscore the potential of harnessing collective intelligence in healthcare while maintaining paramount privacy protection, thereby affirming the promise of a new horizon in collaborative healthcare informatics. "
"AI and Big Data for Predictive Healthcare Analytics","https://scispace.com/paper/ai-and-big-data-for-predictive-healthcare-analytics-j7t9ohsg1nom","2025","Journal Article","","Murali Krishna Pasupuleti","10.62311/nesx/97822","https://scispace.compdf/ai-and-big-data-for-predictive-healthcare-analytics-j7t9ohsg1nom.pdf","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses AI and big‑data analytics for disease prediction, but lacks any diabetes focus or explicit AI‑for‑diabetes application; touches on clinical relevance and imaging generally.","Abstract: Artificial Intelligence (AI) and Big Data are revolutionizing healthcare by enabling predictive analytics that enhance disease prevention, diagnosis, treatment, and patient care management. This book, ""AI and Big Data for Predictive Healthcare Analytics,"" explores the integration of machine learning, deep learning, and natural language processing (NLP) with vast medical datasets to improve clinical decision-making and healthcare efficiency. It delves into key applications, including early disease detection, personalized medicine, AI-driven robotic surgeries, remote patient monitoring, and predictive modeling for hospital resource optimization. The book also examines the role of AI-powered chatbots, virtual assistants, and electronic health records (EHRs) in streamlining patient engagement and healthcare delivery. Furthermore, it addresses the ethical, legal, and regulatory challenges associated with AI-driven healthcare analytics, such as data privacy, algorithmic bias, AI transparency, and compliance with regulations like GDPR and HIPAA. Designed for healthcare professionals, data scientists, researchers, and policymakers, this book provides a comprehensive roadmap for leveraging AI and Big Data to improve patient outcomes, enhance predictive analytics, and revolutionize global healthcare systems. Keywords: AI in healthcare, Big Data analytics, predictive healthcare, machine learning, deep learning, natural language processing, disease prediction, medical imaging AI, genomics analytics, personalized medicine, remote patient monitoring, AI in diagnostics, robotic surgeries, electronic health records, AI-powered chatbots, virtual health assistants, hospital resource management, healthcare data privacy, AI ethics, algorithmic bias, GDPR, HIPAA compliance, AI governance in healthcare, smart healthcare systems, real-time health monitoring. "
"Evaluating Large Language Models on the Spanish Medical Intern Resident (MIR) Examination 2024/2025:A Comparative Analysis of Clinical Reasoning and Knowledge Application","https://scispace.com/paper/evaluating-large-language-models-on-the-spanish-medical-5m6eie6nkgou","2025","Journal Article","arXiv.org","Carlos Luengo Vera
Ignacio Ferro Picon
M. T. D. V. Nunez
Jose Andres Gomez Gandia
Antonio de Lucas Ancillo
Victor Ramos Arroyo
Carlos Milan Figueredo","10.48550/arxiv.2503.00025","https://scispace.compdf/evaluating-large-language-models-on-the-spanish-medical-5m6eie6nkgou.pdf","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses LLM evaluation on a national medical exam, showcasing deep learning methods. No diabetes focus, so core diabetes criteria are unmet. Discusses bias and ethical concerns, offering limited relevance to trustworthiness aspects.",""
"Federated learning for healthcare: Systematic review and architecture proposal","https://scispace.com/paper/federated-learning-for-healthcare-systematic-review-and-15fkk2r9","2022","Journal Article","ACM Transactions on Intelligent Systems and Technology","Rodolfo Stoffel Antunes
Cristiano André da Costa
Arne Küderle
Imrana Abdullahi Yari
Bjoern M. Eskofier","10.1145/3501813","https://dl.acm.org/doi/pdf/10.1145/3501813","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses federated learning to train models on distributed EHR data, addressing privacy and trustworthiness, but does not focus on diabetes or related imaging, multimodal, or bias analyses.","The use of machine learning (ML) with electronic health records (EHR) is growing in popularity as a means to extract knowledge that can improve the decision-making process in healthcare. Such methods require training of high-quality learning models based on diverse and comprehensive datasets, which are hard to obtain due to the sensitive nature of medical data from patients. In this context, federated learning (FL) is a methodology that enables the distributed training of machine learning models with remotely hosted datasets without the need to accumulate data and, therefore, compromise it. FL is a promising solution to improve ML-based systems, better aligning them to regulatory requirements, improving trustworthiness and data sovereignty. However, many open questions must be addressed before the use of FL becomes widespread. This article aims at presenting a systematic literature review on current research about FL in the context of EHR data for healthcare applications. Our analysis highlights the main research topics, proposed solutions, case studies, and respective ML methods. Furthermore, the article discusses a general architecture for FL applied to healthcare data based on the main insights obtained from the literature review. The collected literature corpus indicates that there is extensive research on the privacy and confidentiality aspects of training data and model sharing, which is expected given the sensitive nature of medical data. Studies also explore improvements to the aggregation mechanisms required to generate the learning model from distributed contributions and case studies with different types of medical data."
"Adaptive privacy preserving deep learning algorithms for medical data","https://scispace.com/paper/adaptive-privacy-preserving-deep-learning-algorithms-for-k6nfarnw5x","2021","Proceedings Article","Workshop on Applications of Computer Vision","Xinyue Zhang
Jiahao Ding
Maoqiang Wu
Stephen T. C. Wong
Hien M. Nguyen
Miao Pan","10.1109/WACV48630.2021.00121","http://openaccess.thecvf.com/content/WACV2021/papers/Zhang_Adaptive_Privacy_Preserving_Deep_Learning_Algorithms_for_Medical_Data_WACV_2021_paper.pdf","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses decaying Gaussian noise for DP training, advancing privacy‑preserving DL. Focuses on chest X‑ray classification, not diabetic data. No direct diabetes application, but addresses trustworthiness via privacy. Imaging relevance limited to non‑diabetic radiographs.","Deep learning holds a great promise of revolutionizing healthcare and medicine. Unfortunately, various inference attack models demonstrated that deep learning puts sensitive patient information at risk. The high capacity of deep neural networks is the main reason behind the privacy loss. In particular, patient information in the training data can be unintentionally memorized by a deep network. Adversarial parties can extract that information given the ability to access or query the network. In this paper, we propose a novel privacy-preserving mechanism for training deep neural networks. Our approach adds decaying Gaussian noise to the gradients at every training iteration. This is in contrast to the mainstream approach adopted by Google’s TensorFlow Privacy, which employs the same noise scale in each step of the whole training process. Compared to existing methods, our proposed approach provides an explicit closed-form mathematical expression to approximately estimate the privacy loss. It is easy to compute and can be useful when the users would like to decide proper training time, noise scale, and sampling ratio during the planning phase. We provide extensive experimental results using one real-world medical dataset (chest radiographs from the CheXpert dataset) to validate the effectiveness of the proposed approach. The proposed differential privacy based deep learning model achieves significantly higher classification accuracy over the existing methods with the same privacy budget."
"Multimodal Echocardiography for Diagnostic Value of Type 2 Diabetes Mellitus Complicated with Left Anterior Descending Artery Stenosis: A Retrospective Case-Control Study.","https://scispace.com/paper/41582349","2026","Journal Article","Current medical imaging","Li
Wu
You
He
Wang
Zhou
Hu","10.2174/0115734056410845251205082610","","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses multimodal echocardiography to assess LAD stenosis in T2DM patients, providing clinical diagnostic insight but without AI/ML methods, multimodal AI fusion, or fairness analysis.","Type 2 diabetes mellitus (T2DM) significantly increases the risk of coronary heart disease (CHD), with left anterior descending artery (LAD) stenosis being a critical determinant of prognosis. While coronary angiography (CAG) and coronary computed tomography angiography (CCTA) are standard diagnostic tools, they have inherent limitations. This study aimed to evaluate the clinical value of multimodal echocardiography in assessing LAD stenosis severity in patients with T2DM."
"Survey of explainable AI techniques in healthcare","https://scispace.com/paper/survey-of-explainable-ai-techniques-in-healthcare-3qntgd4a","2023","Journal Article","Sensors","Ahmad Chaddad
Jihao Peng
Jian Xu
Ahmed Bouridane","10.3390/s23020634","https://scispace.com/pdf/survey-of-explainable-ai-techniques-in-healthcare-3qntgd4a.pdf","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses XAI techniques to improve interpretability of deep learning in medical imaging, but does not focus on diabetes or apply methods to diabetic data; offers general clinical trust insights.","Artificial intelligence (AI) with deep learning models has been widely applied in numerous domains, including medical imaging and healthcare tasks. In the medical field, any judgment or decision is fraught with risk. A doctor will carefully judge whether a patient is sick before forming a reasonable explanation based on the patient’s symptoms and/or an examination. Therefore, to be a viable and accepted tool, AI needs to mimic human judgment and interpretation skills. Specifically, explainable AI (XAI) aims to explain the information behind the black-box model of deep learning that reveals how the decisions are made. This paper provides a survey of the most recent XAI techniques used in healthcare and related medical imaging applications. We summarize and categorize the XAI types, and highlight the algorithms used to increase interpretability in medical imaging topics. In addition, we focus on the challenging XAI problems in medical applications and provide guidelines to develop better interpretations of deep learning models using XAI concepts in medical image and text analysis. Furthermore, this survey provides future directions to guide developers and researchers for future prospective investigations on clinical topics, particularly on applications with medical imaging."
"Sampling Bias Correction for Supervised Machine Learning: A Bayesian Inference Approach with Practical Applications","https://scispace.com/paper/http://arxiv.org/abs/2203.06239v2","2022","Preprint","","Max Sklar","","https://arxiv.org/pdf/2203.06239v2","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses Bayesian bias correction for supervised models, offering a general ML technique and discusses bias mitigation, but lacks diabetes focus, direct clinical application, and multimodal or federated components.","Given a supervised machine learning problem where the training set has been subject to a known sampling bias, how can a model be trained to fit the original dataset? We achieve this through the Bayesian inference framework by altering the posterior distribution to account for the sampling function. We then apply this solution to binary logistic regression, and discuss scenarios where a dataset might be subject to intentional sample bias such as label imbalance. This technique is widely applicable for statistical inference on big data, from the medical sciences to image recognition to marketing. Familiarity with it will give the practitioner tools to improve their inference pipeline from data collection to model selection."
"Interpretability in healthcare: A comparative study of local machine learning interpretability techniques","https://scispace.com/paper/interpretability-in-healthcare-a-comparative-study-of-local-42n45qanuz","2019","Proceedings Article","Computer-Based Medical Systems","Radwa Elshawi
Youssef Sherif
Mouaz H. Al-Mallah
Sherif Sakr","10.1109/CBMS.2019.00065","https://www.researchgate.net/profile/Radwa-El-Shawi/publication/347161722_Interpretability_in_healthcare_A_comparative_study_of_local_machine_learning_interpretability_techniques/links/61cedd61b8305f7c4b12b33c/Interpretability-in-healthcare-A-comparative-study-of-local-machine-learning-interpretability-techniques.pdf","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Focuses on XAI methods (LIME, SHAP, Anchors) for healthcare data, evaluating identity, stability, bias detection, but does not target diabetes or related imaging, nor uses federated or multimodal approaches.","Although complex machine learning models (e.g., Random Forest, Neural Networks) are commonly outperforming the traditional simple interpretable models (e.g., Linear Regression, Decision Tree), in the healthcare domain, clinicians find it hard to understand and trust these complex models due to the lack of intuition and explanation of their predictions. With the new General Data Protection Regulation (GDPR), the importance for plausibility and verifiability of the predictions made by machine learning models has become essential. To tackle this challenge, recently, several machine learning interpretability techniques have been developed and introduced. In general, the main aim of these interpretability techniques is to shed light and provide insights into the predictions process of the machine learning models and explain how the model predictions have resulted. However, in practice, assessing the quality of the explanations provided by the various interpretability techniques is still questionable. In this paper, we present a comprehensive experimental evaluation of three recent and popular local model agnostic interpretability techniques, namely, LIME, SHAP and Anchors on different types of real-world healthcare data. Our experimental evaluation covers different aspects for its comparison including identity, stability, separability, similarity, execution time and bias detection. The results of our experiments show that LIME achieves the lowest performance for the identity metric and the highest performance for the separability metric across all datasets included in this study. On average, SHAP has the smallest average time to output explanation across all datasets included in this study. For detecting the bias, SHAP enables the participants to better detect the bias."
"Privacy-preserving machine learning for healthcare: open challenges and future perspectives","https://scispace.com/paper/http://arxiv.org/abs/2303.15563v1","2023","Preprint","","Alejandro Guerra-Manzanares
L. Julian Lechuga Lopez
Michail Maniatakos
Farah E. Shamout","10.1007/978-3-031-39539-0_3","https://arxiv.org/pdf/2303.15563v1","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Reviews privacy‑preserving ML for healthcare, discusses training/inference privacy and challenges, but does not focus on diabetes or specific diabetic applications.","Machine Learning (ML) has recently shown tremendous success in modeling various healthcare prediction tasks, ranging from disease diagnosis and prognosis to patient treatment. Due to the sensitive nature of medical data, privacy must be considered along the entire ML pipeline, from model training to inference. In this paper, we conduct a review of recent literature concerning Privacy-Preserving Machine Learning (PPML) for healthcare. We primarily focus on privacy-preserving training and inference-as-a-service, and perform a comprehensive review of existing trends, identify challenges, and discuss opportunities for future research directions. The aim of this review is to guide the development of private and efficient ML models in healthcare, with the prospects of translating research efforts into real-world settings."
"Beyond Volume: The Impact of Complex Healthcare Data on the Machine Learning Pipeline","https://scispace.com/paper/http://arxiv.org/abs/1706.01513v2","2017","Preprint","","Keith Feldman
Louis Faust
Xian Wu
Chao Huang
Nitesh V. Chawla","10.1007/978-3-319-69775-8_9","https://arxiv.org/pdf/1706.01513v2","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Discusses ML pipeline challenges for diverse healthcare data, covering preprocessing, model building, and interpretation, but does not focus on diabetes or related AI applications.","From medical charts to national census, healthcare has traditionally operated under a paper-based paradigm. However, the past decade has marked a long and arduous transformation bringing healthcare into the digital age. Ranging from electronic health records, to digitized imaging and laboratory reports, to public health datasets, today, healthcare now generates an incredible amount of digital information. Such a wealth of data presents an exciting opportunity for integrated machine learning solutions to address problems across multiple facets of healthcare practice and administration. Unfortunately, the ability to derive accurate and informative insights requires more than the ability to execute machine learning models. Rather, a deeper understanding of the data on which the models are run is imperative for their success. While a significant effort has been undertaken to develop models able to process the volume of data obtained during the analysis of millions of digitalized patient records, it is important to remember that volume represents only one aspect of the data. In fact, drawing on data from an increasingly diverse set of sources, healthcare data presents an incredibly complex set of attributes that must be accounted for throughout the machine learning pipeline. This chapter focuses on highlighting such challenges, and is broken down into three distinct components, each representing a phase of the pipeline. We begin with attributes of the data accounted for during preprocessing, then move to considerations during model building, and end with challenges to the interpretation of model output. For each component, we present a discussion around data as it relates to the healthcare domain and offer insight into the challenges each may impose on the efficiency of machine learning techniques."
"SoftTiger: A Clinical Foundation Model for Healthcare Workflows","https://scispace.com/paper/http://arxiv.org/abs/2403.00868v3","2024","Preprint","","Ye Chen
Igor Couto
Wei Cai
Cong Fu
Bruno Dorneles","","https://arxiv.org/pdf/2403.00868v3","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses LLM fine‑tuning to structure clinical notes and support workflow tasks; no diabetes focus; general clinical decision support hinted but lacks explicit trust or bias analysis; employs transfer learning via supervised fine‑tuning.","We introduce SoftTiger, a clinical large language model (CLaM) designed as a foundation model for healthcare workflows. The narrative and unstructured nature of clinical notes is a major obstacle for healthcare intelligentization. We address a critical problem of structuring clinical notes into clinical data, according to international interoperability standards. We collect and annotate data for three subtasks, namely, international patient summary, clinical impression and medical encounter. We then supervised fine-tuned a state-of-the-art LLM using public and credentialed clinical data. The training is orchestrated in a way that the target model can first support basic clinical tasks such as abbreviation expansion and temporal information extraction, and then learn to perform more complex downstream clinical tasks. Moreover, we address several modeling challenges in the healthcare context, e.g., extra long context window. Our blind pairwise evaluation shows that SoftTiger outperforms other popular open-source models and GPT-3.5, comparable to Gemini-pro, with a mild gap from GPT-4. We believe that LLMs may become a step-stone towards healthcare digitalization and democratization. Therefore, we publicly release SoftTiger models at scales of 13 billion and 70 billion parameters, as well as datasets and code for our innovative scalable evaluation, hopefully, making a significant contribution to the healthcare industry."
"Artificial intelligence applications for managing metabolic dysfunction-associated steatotic liver disease: Current status and future prospects.","https://scispace.com/paper/41479749","2025","Journal Article","World journal of gastroenterology","Lou
Zeng","10.3748/wjg.v31.i47.111900","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12754158/pdf","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses AI for imaging, multiomics, and EHR analysis to improve MASLD diagnosis and monitoring; however, it does not target diabetes, nor apply AI directly to diabetic problems, limiting relevance to diabetes‑specific criteria.","The incidence and prevalence of metabolic dysfunction-associated steatotic liver disease (MASLD) have continued to increase in recent years, making it one of the most common chronic liver diseases worldwide. MASLD is highly comorbid with obesity, type 2 diabetes, cardiovascular disease, and chronic kidney disease, posing a serious threat to public health and creating a significant medical and socioeconomic burden. Despite advances in research, current clinical practice still faces considerable challenges in early screening, risk stratification, prognostic prediction, and long-term therapeutic monitoring. Recent advances in artificial intelligence (AI) have provided transformative opportunities to address these challenges. AI has demonstrated unique advantages in imaging interpretation, multiomics integration, electronic health record analysis, and remote health management, significantly improving the accuracy and efficiency of the noninvasive diagnosis, individualized risk stratification, precision therapy, and dynamic disease monitoring of MASLD. In this mini-review, the latest advances in AI applications for MASLD diagnosis and management are systematically summarized, and a forward-looking perspective on the role of AI in enabling the next generation of smart health care systems for MASLD is offered, with the aim of providing theoretical and practical guidance for the clinical management of this disease."
"Eliminating Algorithmic Racial Bias in Clinical Decision Support Algorithms: Use Cases from the Veterans Health Administration","https://scispace.com/paper/eliminating-algorithmic-racial-bias-in-clinical-decision-3krqyb5qog","2023","Journal Article","Health equity","Justin M. List
Paul Palevsky
Suzanne Tamang
Susan Crowley
David Au
William C. Yarbrough
Amol S. Navathe
Craig Kreisler
Ravi B. Parikh
Jessica Wang-rodriguez
J. S. Klutts
Paul Conlin
Leonard Pogach
Esther Meerwijk
Ernest Moy","10.1089/heq.2023.0037","","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses equity lenses to remove race modifiers from kidney and pulmonary equations; applies bias mitigation to VHA decision‑support tools, but no diabetes focus or advanced AI methods.","The Veterans Health Administration uses equity- and evidence-based principles to examine, correct, and eliminate use of potentially biased clinical equations and predictive models. We discuss the processes, successes, challenges, and next steps in four examples. We detail elimination of the race modifier for estimated kidney function and discuss steps to achieve more equitable pulmonary function testing measurement. We detail the use of equity lenses in two predictive clinical modeling tools: Stratification Tool for Opioid Risk Mitigation (STORM) and Care Assessment Need (CAN) predictive models. We conclude with consideration of ways to advance racial health equity in clinical decision support algorithms."
"Mitigating the risk of artificial intelligence bias in cardiovascular care","https://scispace.com/paper/mitigating-the-risk-of-artificial-intelligence-bias-in-5cz5ptoerfze","2024","Journal Article","The Lancet Digital Health","Ariana Mihan
Ambarish Pandey
Harriette G.C. Van Spall","10.1016/s2589-7500(24)00155-9","","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses bias mitigation strategies to improve AI fairness in cardiovascular care; offers detailed bias analysis, but lacks diabetes focus, specific ML methods, or multimodal/federated approaches.","Digital health technologies can generate data that can be used to train artificial intelligence (AI) algorithms, which have been particularly transformative in cardiovascular health-care delivery. However, digital and health-care data repositories that are used to train AI algorithms can introduce bias when data are homogeneous and health-care processes are inequitable. AI bias can also be introduced during algorithm development, testing, implementation, and post-implementation processes. The consequences of AI algorithmic bias can be considerable, including missed diagnoses, misclassification of disease, incorrect risk prediction, and inappropriate treatment recommendations. This bias can disproportionately affect marginalised demographic groups. In this Series paper, we provide a brief overview of AI applications in cardiovascular health care, discuss stages of algorithm development and associated sources of bias, and provide examples of harm from biased algorithms. We propose strategies that can be applied during the training, testing, and implementation of AI algorithms to mitigate bias so that all those at risk for or living with cardiovascular disease might benefit equally from AI. "
"An intersectional framework for counterfactual fairness in risk prediction","https://scispace.com/paper/an-intersectional-framework-for-counterfactual-fairness-in-4j684oo7gv","2023","Journal Article","Biostatistics","Solvejg Wastvedt
Jared D. Huling
Julian Wolfson","10.1093/biostatistics/kxad021","","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses novel fairness metrics and inference tools for risk prediction, directly addressing bias mitigation and trustworthiness, but focuses on COVID‑19 risk, not diabetes, and lacks multimodal or federated learning components.","Along with the increasing availability of health data has come the rise of data-driven models to inform decision making and policy. These models have the potential to benefit both patients and health care providers but can also exacerbate health inequities. Existing ""algorithmic fairness"" methods for measuring and correcting model bias fall short of what is needed for health policy in two key ways. First, methods typically focus on a single grouping along which discrimination may occur rather than considering multiple, intersecting groups. Second, in clinical applications, risk prediction is typically used to guide treatment, creating distinct statistical issues that invalidate most existing techniques. We present novel unfairness metrics that address both challenges. We also develop a complete framework of estimation and inference tools for our metrics, including the unfairness value (""u-value""), used to determine the relative extremity of unfairness, and standard errors and confidence intervals employing an alternative to the standard bootstrap. We demonstrate application of our framework to a COVID-19 risk prediction model deployed in a major Midwestern health system. "
"Artificial intelligence bias in medical system designs: a systematic review","https://scispace.com/paper/artificial-intelligence-bias-in-medical-system-designs-a-492a5ulcww","2023","Journal Article","Multimedia Tools and Applications","Ashish Kumar
Vivekanand Aelgani
Rubeena Vohra
Suneet K. Gupta
Mrinalini Bhagawati
Sudip Paul
Luca Saba
Neha A. Suri
Narendra N. Khanna
John R. Laird
Amer M. Johri
Manudeep S. Kalra
Mostafa M. Fouda
Mostafa Fatemi
Subbaram Naidu
Jasjit S. Suri","10.1007/s11042-023-16029-x","","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses bias analysis models to evaluate AI design flaws; focuses on general medical AI bias, not diabetes, but provides detailed fairness assessment and multimodal model categorization.","Inherent bias in the artificial intelligence (AI)-model brings inaccuracies and variabilities during clinical deployment of the model. It is challenging to recognize the source of bias in AI-model due to variations in datasets and black box nature of system design. Additionally, there is no distinct process to identify the potential source of bias in the AI-model. To the best of our knowledge, this is the first review of its kind that addresses the bias in AI-model by categorizing 48 studies into three classes, namely, point-based, image-based, and hybrid-based AI-models. Selection strategy using PRISMA is adopted to select the 72 crucial AI studies for identifying bias in AI models. Using the three classes, bias is identified in these studies based on 44 critical AI attributes. Bias in the AI-models is computed by analytical, butterfly, and ranking-based bias models. These bias models were evaluated using two experts and compared using variability analysis. AI-studies that lacked sufficient AI-attributes are more prone to risk-of-bias (RoB) in all three classes. Studies with high RoB loses fins in the butterfly model. It has been analyzed that the majority of the studies in healthcare suffer from data bias and algorithmic bias due to incomplete specifications mentioned in the design protocol and weak AI design exploited for prediction. "
"Equity in essence: a call for operationalising fairness in machine learning for healthcare","https://scispace.com/paper/equity-in-essence-a-call-for-operationalising-fairness-in-3wfp5bozfw","2021","Journal Article","","Judy Wawira Gichoya
Judy Wawira Gichoya
Liam G. McCoy
Leo Anthony Celi
Leo Anthony Celi
Marzyeh Ghassemi","10.1136/BMJHCI-2020-100289","https://pmc.ncbi.nlm.nih.gov/articles/PMC8733939/pdf/bmjhci-2020-100289.pdf","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses fairness frameworks to operationalise equity in ML for healthcare, addressing bias mitigation and trust. No diabetes focus, no specific modalities or federated methods.","Machine learning for healthcare (MLHC) is at the juncture of leaping from the pages of journals and conference proceedings to clinical implementation at the bedside. Succeeding in this endeavour requires the synthesis of insights from both the machine learning and healthcare domains, in order to"
"Fairness of artificial intelligence in healthcare: review and recommendations","https://scispace.com/paper/svhe7rwEWvEJ","","","","D Ueda
T Kakinuma
S Fujita
K Kamagata","","https://link.springer.com/content/pdf/10.1007/s11604-023-01474-3.pdf","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Discusses AI fairness and accountability in healthcare, offering guidelines and bias mitigation strategies, but does not focus on diabetes or apply AI methods to diabetic problems.",""
"Development of a Novel Tool to Support Engagement With Continuous Glucose Monitoring Systems and Optimize Outcomes.","https://scispace.com/paper/development-of-a-novel-tool-to-support-engagement-with-51o81pvqpu","2020","Journal Article","Journal of diabetes science and technology","Katharine D. Barnard-Kelly
William H. Polonsky","10.1177/1932296819848686","","- **Relevance Score:** 26/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses a novel engagement tool for CGM users, directly addressing diabetes management. No AI/ML methods are presented, so AI‑for‑Diabetes and related criteria are not met. Provides decision‑support style guidance, giving modest relevance to clinical trustworthiness.","Background:Increasing numbers of people with diabetes, especially those with type 1 diabetes (T1D), are using continuous glucose monitoring (CGM) systems to support their diabetes self-management, ..."
"Private Empirical Risk Minimization with Analytic Gaussian Mechanism for Healthcare System","https://scispace.com/paper/private-empirical-risk-minimization-with-analytic-gaussian-2sgvhivzwh","2021","Journal Article","IEEE Transactions on Big Data","Jiahao Ding
Sai Mounika Errapotu
Yuanxiong Guo
Haixia Zhang
Dongfeng Yuan
Miao Pan","10.1109/TBDATA.2020.2997732","","- **Relevance Score:** 26/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses analytic Gaussian mechanism for private ERM, achieving tighter utility bounds and higher accuracy on benchmark datasets; however, it does not target diabetes applications, nor does it directly address clinical decision support beyond privacy preservation.","With the wide range application of machine learning in healthcare for helping humans drive crucial decisions, data privacy becomes an inevitable concern due to the utilization of sensitive data such as patients records and registers of a company. Thus, constructing a privacy preserving machine learning model while still maintaining high accuracy becomes a challenging problem. In this paper, we propose two differentially private algorithms, i.e., Output Perturbation with aGM (OPERA) and Gradient Perturbation with aGM (GRPUA) for empirical risk minimization, a useful method to obtain a globally optimal classifier, by leveraging the analytic Gaussian mechanism (aGM) to achieve privacy preservation of sensitive medical data in a healthcare system. We theoretically analyze and prove utility upper bounds of proposed algorithms and compare them with prior algorithms in the literature. The analyses show that in the high privacy regime, our proposed algorithms can achieve a tighter utility bound for both settings: strongly convex and non-strongly convex loss functions. Besides, we evaluate the proposed private algorithms on three benchmark datasets, i.e., Adult, BANK and IPUMS-BR. The simulation results demonstrate that our approaches can achieve higher accuracy and lower objective values compared with existing ones in all three datasets while providing differential privacy guarantees."
"FedVAE: Communication-Efficient Federated Learning With Non-IID Private Data","https://scispace.com/paper/fedvae-communication-efficient-federated-learning-with-non-1qcosi13","2023","Journal Article","IEEE Systems Journal","Haomiao Yang
Mengyu Ge
Kunlan Xiang
Hongwei Li","10.1109/jsyst.2023.3274197","","- **Relevance Score:** 26/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses federated VAE to cut communication and handle non‑IID data, but focuses on general remote patient monitoring, not diabetes, and lacks direct clinical decision or diabetes‑specific evaluation.","Federated learning (FL), collaboratively training a shared global model without exchanging and centralizing local data, provides a promising solution for privacy preserving. On the other hand, it is faced with two main challenges: First, high communication cost, and second, low model quality due to imbalanced or nonindependent and identically distributed (non-IID) data. In this article, we propose FedVAE, an FL framework based on variational autoencoder (VAE) for remote patient monitoring. FedVAE contains two lightweight VAEs: one for projecting data onto a lower dimensional space with similar distribution so as to alleviate the issues of excessive communication overhead and slow convergence rate caused by non-IID data, and the other for shunning training bias due to imbalanced data distribution through generating minority class samples. In general, the proposed FedVAE can improve the overall performance of FL models while consuming only a small amount of communication bandwidth. The experimental results show that the area under the curve (AUC) value of FedVAE can reach 0.9937, which is even higher than that of the traditional centralized model (0.9931). Besides, fine-tuning the global model with personalization can raise the average AUC to 0.9947. Moreover, compared with vanilla FL, FedVAE shows 0.87% improvement in AUC while reducing communication traffic by at least 95%. "
